NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5588,1.4412,72.06
1,ECG,2.0,0.5485,1.4515,72.58
2,ECG,2.0,0.5509,1.4491,72.45
3,ECG,2.0,0.5445,1.4555,72.77
4,ECG,2.0,0.5463,1.4537,72.68
5,ECG,2.0,0.5579,1.4421,72.11
6,ECG,2.0,0.5503,1.4497,72.49
7,ECG,2.0,0.5567,1.4433,72.17
8,ECG,2.0,0.5535,1.4465,72.32
9,ECG,2.0,0.5587,1.4413,72.06
10,ECG,2.0,0.5553,1.4447,72.23
11,ECG,2.0,0.5634,1.4366,71.83
12,ECG,2.0,0.5489,1.4511,72.56
13,ECG,2.0,0.5629,1.4371,71.85
14,ECG,2.0,0.5422,1.4578,72.89
15,ECG,2.0,0.5444,1.4556,72.78
16,ECG,2.0,0.5433,1.4567,72.84
17,ECG,2.0,0.5559,1.4441,72.21
18,ECG,2.0,0.5470,1.4530,72.65
19,ECG,2.0,0.5526,1.4474,72.37
20,ECG,2.0,0.5433,1.4567,72.84
21,ECG,2.0,0.5567,1.4433,72.17
22,ECG,2.0,0.5523,1.4477,72.38
23,ECG,2.0,0.5484,1.4516,72.58
24,ECG,2.0,0.5572,1.4428,72.14
25,ECG,2.0,0.5555,1.4445,72.23
26,ECG,2.0,0.5444,1.4556,72.78
27,ECG,2.0,0.5624,1.4376,71.88
28,ECG,2.0,0.5491,1.4509,72.55
29,ECG,2.0,0.5589,1.4411,72.06
30,ECG,2.0,0.5573,1.4427,72.13
31,ECG,2.0,0.5615,1.4385,71.93
32,ECG,2.0,0.5442,1.4558,72.79
33,ECG,2.0,0.5596,1.4404,72.02
34,ECG,2.0,0.5510,1.4490,72.45
35,ECG,2.0,0.5472,1.4528,72.64
36,ECG,2.0,0.5440,1.4560,72.80
37,ECG,2.0,0.5480,1.4520,72.60
38,ECG,2.0,0.5495,1.4505,72.53
39,ECG,2.0,0.5581,1.4419,72.10
40,ECG,2.0,0.5456,1.4544,72.72
41,ECG,2.0,0.5517,1.4483,72.41
42,ECG,2.0,0.5459,1.4541,72.71
43,ECG,2.0,0.5587,1.4413,72.06
44,ECG,2.0,0.5524,1.4476,72.38
45,ECG,2.0,0.5617,1.4383,71.91
46,ECG,2.0,0.5521,1.4479,72.39
47,ECG,2.0,0.5584,1.4416,72.08
48,ECG,2.0,0.5472,1.4528,72.64
49,ECG,2.0,0.5435,1.4565,72.82
50,ECG,2.0,0.5507,1.4493,72.47
51,ECG,2.0,0.5621,1.4379,71.89
52,ECG,2.0,0.5627,1.4373,71.87
53,ECG,2.0,0.5441,1.4559,72.79
54,ECG,2.0,0.5470,1.4530,72.65
55,ECG,2.0,0.5527,1.4473,72.37
56,ECG,2.0,0.5492,1.4508,72.54
57,ECG,2.0,0.5458,1.4542,72.71
58,ECG,2.0,0.5452,1.4548,72.74
59,ECG,2.0,0.5526,1.4474,72.37
60,ECG,2.0,0.5509,1.4491,72.45
61,ECG,2.0,0.5464,1.4536,72.68
62,ECG,2.0,0.5571,1.4429,72.15
63,ECG,2.0,0.5602,1.4398,71.99
64,ECG,2.0,0.5549,1.4451,72.25
65,ECG,2.0,0.5607,1.4393,71.97
66,HR,2.0,0.5601,1.4399,72.00
67,HR,2.0,0.5541,1.4459,72.29
68,HR,2.0,0.5624,1.4376,71.88
69,HR,2.0,0.5608,1.4392,71.96
70,HR,2.0,0.5587,1.4413,72.07
71,HR,2.0,0.5516,1.4484,72.42
72,HR,2.0,0.5629,1.4371,71.85
73,HR,2.0,0.5581,1.4419,72.09
74,HR,2.0,0.5574,1.4426,72.13
75,HR,2.0,0.5599,1.4401,72.01
76,HR,2.0,0.5594,1.4406,72.03
77,HR,2.0,0.5520,1.4480,72.40
78,HR,2.0,0.5485,1.4515,72.57
79,HR,2.0,0.5630,1.4370,71.85
80,HR,2.0,0.5603,1.4397,71.98
81,HR,2.0,0.5430,1.4570,72.85
82,HR,2.0,0.5534,1.4466,72.33
83,HR,2.0,0.5554,1.4446,72.23
84,HR,2.0,0.5537,1.4463,72.31
85,HR,2.0,0.5491,1.4509,72.54
86,HR,2.0,0.5556,1.4444,72.22
87,HR,2.0,0.5597,1.4403,72.02
88,HR,2.0,0.5614,1.4386,71.93
89,HR,2.0,0.5502,1.4498,72.49
90,HR,2.0,0.5581,1.4419,72.09
91,HR,2.0,0.5525,1.4475,72.37
92,HR,2.0,0.5502,1.4498,72.49
93,HR,2.0,0.5492,1.4508,72.54
94,HR,2.0,0.5524,1.4476,72.38
95,HR,2.0,0.5594,1.4406,72.03
96,HR,2.0,0.5531,1.4469,72.35
97,HR,2.0,0.5553,1.4447,72.24
98,HR,2.0,0.5572,1.4428,72.14
99,HR,2.0,0.5564,1.4436,72.18
100,HR,2.0,0.5512,1.4488,72.44
101,HR,2.0,0.5587,1.4413,72.06
102,HR,2.0,0.5489,1.4511,72.56
103,HR,2.0,0.5592,1.4408,72.04
104,HR,2.0,0.5627,1.4373,71.87
105,HR,2.0,0.5573,1.4427,72.13
106,HR,2.0,0.5613,1.4387,71.93
