NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5602,1.4398,71.99
1,ECG,2.0,0.5538,1.4462,72.31
2,ECG,2.0,0.5502,1.4498,72.49
3,ECG,2.0,0.5422,1.4578,72.89
4,ECG,2.0,0.5612,1.4388,71.94
5,ECG,2.0,0.5558,1.4442,72.21
6,ECG,2.0,0.5531,1.4469,72.35
7,ECG,2.0,0.5437,1.4563,72.82
8,ECG,2.0,0.5510,1.4490,72.45
9,ECG,2.0,0.5476,1.4524,72.62
10,ECG,2.0,0.5540,1.4460,72.30
11,ECG,2.0,0.5574,1.4426,72.13
12,ECG,2.0,0.5472,1.4528,72.64
13,ECG,2.0,0.5433,1.4567,72.84
14,ECG,2.0,0.5601,1.4399,71.99
15,ECG,2.0,0.5430,1.4570,72.85
16,ECG,2.0,0.5582,1.4418,72.09
17,ECG,2.0,0.5601,1.4399,72.00
18,ECG,2.0,0.5646,1.4354,71.77
19,ECG,2.0,0.5474,1.4526,72.63
20,ECG,2.0,0.5585,1.4415,72.08
21,ECG,2.0,0.5539,1.4461,72.31
22,ECG,2.0,0.5461,1.4539,72.69
23,ECG,2.0,0.5630,1.4370,71.85
24,ECG,2.0,0.5482,1.4518,72.59
25,ECG,2.0,0.5430,1.4570,72.85
26,ECG,2.0,0.5633,1.4367,71.83
27,ECG,2.0,0.5452,1.4548,72.74
28,ECG,2.0,0.5507,1.4493,72.47
29,ECG,2.0,0.5421,1.4579,72.89
30,ECG,2.0,0.5511,1.4489,72.44
31,ECG,2.0,0.5456,1.4544,72.72
32,ECG,2.0,0.5557,1.4443,72.22
33,ECG,2.0,0.5510,1.4490,72.45
34,ECG,2.0,0.5578,1.4422,72.11
35,ECG,2.0,0.5498,1.4502,72.51
36,ECG,2.0,0.5598,1.4402,72.01
37,ECG,2.0,0.5493,1.4507,72.53
38,ECG,2.0,0.5629,1.4371,71.85
39,ECG,2.0,0.5595,1.4405,72.03
40,ECG,2.0,0.5439,1.4561,72.80
41,ECG,2.0,0.5474,1.4526,72.63
42,ECG,2.0,0.5535,1.4465,72.32
43,ECG,2.0,0.5541,1.4459,72.29
44,ECG,2.0,0.5506,1.4494,72.47
45,ECG,2.0,0.5586,1.4414,72.07
46,ECG,2.0,0.5605,1.4395,71.98
47,ECG,2.0,0.5595,1.4405,72.03
48,ECG,2.0,0.5600,1.4400,72.00
49,ECG,2.0,0.5561,1.4439,72.19
50,ECG,2.0,0.5421,1.4579,72.89
51,ECG,2.0,0.5560,1.4440,72.20
52,ECG,2.0,0.5484,1.4516,72.58
53,ECG,2.0,0.5523,1.4477,72.39
54,ECG,2.0,0.5639,1.4361,71.81
55,ECG,2.0,0.5642,1.4358,71.79
56,ECG,2.0,0.5467,1.4533,72.66
57,ECG,2.0,0.5561,1.4439,72.19
58,ECG,2.0,0.5487,1.4513,72.57
59,ECG,2.0,0.5560,1.4440,72.20
60,ECG,2.0,0.5557,1.4443,72.21
61,ECG,2.0,0.5584,1.4416,72.08
62,ECG,2.0,0.5510,1.4490,72.45
63,ECG,2.0,0.5607,1.4393,71.96
64,ECG,2.0,0.5466,1.4534,72.67
65,ECG,2.0,0.5594,1.4406,72.03
66,HR,2.0,0.5582,1.4418,72.09
67,HR,2.0,0.5585,1.4415,72.07
68,HR,2.0,0.5585,1.4415,72.08
69,HR,2.0,0.5436,1.4564,72.82
70,HR,2.0,0.5476,1.4524,72.62
71,HR,2.0,0.5617,1.4383,71.91
72,HR,2.0,0.5506,1.4494,72.47
73,HR,2.0,0.5535,1.4465,72.32
74,HR,2.0,0.5581,1.4419,72.09
75,HR,2.0,0.5494,1.4506,72.53
76,HR,2.0,0.5524,1.4476,72.38
77,HR,2.0,0.5622,1.4378,71.89
78,HR,2.0,0.5445,1.4555,72.77
79,HR,2.0,0.5467,1.4533,72.66
80,HR,2.0,0.5556,1.4444,72.22
81,HR,2.0,0.5426,1.4574,72.87
82,HR,2.0,0.5425,1.4575,72.88
83,HR,2.0,0.5548,1.4452,72.26
84,HR,2.0,0.5445,1.4555,72.78
85,HR,2.0,0.5502,1.4498,72.49
86,HR,2.0,0.5515,1.4485,72.43
87,HR,2.0,0.5463,1.4537,72.69
88,HR,2.0,0.5595,1.4405,72.02
89,HR,2.0,0.5554,1.4446,72.23
90,HR,2.0,0.5456,1.4544,72.72
91,HR,2.0,0.5538,1.4462,72.31
92,HR,2.0,0.5451,1.4549,72.74
93,HR,2.0,0.5608,1.4392,71.96
94,HR,2.0,0.5544,1.4456,72.28
95,HR,2.0,0.5466,1.4534,72.67
96,HR,2.0,0.5626,1.4374,71.87
97,HR,2.0,0.5521,1.4479,72.39
98,HR,2.0,0.5609,1.4391,71.95
99,HR,2.0,0.5638,1.4362,71.81
100,HR,2.0,0.5506,1.4494,72.47
101,HR,2.0,0.5497,1.4503,72.52
102,HR,2.0,0.5596,1.4404,72.02
103,HR,2.0,0.5503,1.4497,72.49
104,HR,2.0,0.5591,1.4409,72.05
105,HR,2.0,0.5610,1.4390,71.95
106,HR,2.0,0.5650,1.4350,71.75
107,HR,2.0,0.5453,1.4547,72.73
108,HR,2.0,0.5530,1.4470,72.35
109,HR,2.0,0.5571,1.4429,72.14
110,HR,2.0,0.5504,1.4496,72.48
111,HR,2.0,0.5422,1.4578,72.89
112,HR,2.0,0.5505,1.4495,72.47
113,HR,2.0,0.5431,1.4569,72.85
114,HR,2.0,0.5560,1.4440,72.20
115,HR,2.0,0.5442,1.4558,72.79
116,HR,2.0,0.5511,1.4489,72.44
117,HR,2.0,0.5476,1.4524,72.62
118,HR,2.0,0.5616,1.4384,71.92
119,HR,2.0,0.5588,1.4412,72.06
120,HR,2.0,0.5414,1.4586,72.93
121,HR,2.0,0.5428,1.4572,72.86
122,HR,2.0,0.5468,1.4532,72.66
123,HR,2.0,0.5479,1.4521,72.60
124,HR,2.0,0.5541,1.4459,72.30
125,HR,2.0,0.5442,1.4558,72.79
126,HR,2.0,0.5468,1.4532,72.66
127,HR,2.0,0.5517,1.4483,72.41
128,HR,2.0,0.5471,1.4529,72.65
129,HR,2.0,0.5479,1.4521,72.60
130,HR,2.0,0.5502,1.4498,72.49
131,HR,2.0,0.5593,1.4407,72.04
132,HR,2.0,0.5520,1.4480,72.40
133,Temp,2.0,0.5491,1.4509,72.55
134,Temp,2.0,0.5524,1.4476,72.38
135,Temp,2.0,0.5447,1.4553,72.76
136,Temp,2.0,0.5512,1.4488,72.44
137,Temp,2.0,0.5645,1.4355,71.77
