NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5565,1.4435,72.18
1,ECG,2.0,0.5580,1.4420,72.10
2,ECG,2.0,0.5411,1.4589,72.95
3,ECG,2.0,0.5568,1.4432,72.16
4,ECG,2.0,0.5605,1.4395,71.97
5,ECG,2.0,0.5430,1.4570,72.85
6,ECG,2.0,0.5545,1.4455,72.27
7,ECG,2.0,0.5627,1.4373,71.86
8,ECG,2.0,0.5527,1.4473,72.37
9,ECG,2.0,0.5553,1.4447,72.23
10,ECG,2.0,0.5486,1.4514,72.57
11,ECG,2.0,0.5466,1.4534,72.67
12,ECG,2.0,0.5502,1.4498,72.49
13,ECG,2.0,0.5506,1.4494,72.47
14,ECG,2.0,0.5432,1.4568,72.84
15,ECG,2.0,0.5547,1.4453,72.27
16,ECG,2.0,0.5522,1.4478,72.39
17,ECG,2.0,0.5581,1.4419,72.09
18,ECG,2.0,0.5411,1.4589,72.95
19,ECG,2.0,0.5631,1.4369,71.84
20,ECG,2.0,0.5458,1.4542,72.71
21,ECG,2.0,0.5464,1.4536,72.68
22,ECG,2.0,0.5426,1.4574,72.87
23,ECG,2.0,0.5482,1.4518,72.59
24,ECG,2.0,0.5440,1.4560,72.80
25,ECG,2.0,0.5581,1.4419,72.10
26,ECG,2.0,0.5608,1.4392,71.96
27,ECG,2.0,0.5458,1.4542,72.71
28,ECG,2.0,0.5596,1.4404,72.02
29,ECG,2.0,0.5642,1.4358,71.79
30,ECG,2.0,0.5630,1.4370,71.85
31,ECG,2.0,0.5463,1.4537,72.68
32,ECG,2.0,0.5428,1.4572,72.86
33,ECG,2.0,0.5505,1.4495,72.47
34,ECG,2.0,0.5438,1.4562,72.81
35,ECG,2.0,0.5491,1.4509,72.54
36,ECG,2.0,0.5615,1.4385,71.92
37,ECG,2.0,0.5616,1.4384,71.92
38,ECG,2.0,0.5488,1.4512,72.56
39,ECG,2.0,0.5570,1.4430,72.15
40,ECG,2.0,0.5510,1.4490,72.45
41,ECG,2.0,0.5616,1.4384,71.92
42,ECG,2.0,0.5440,1.4560,72.80
43,ECG,2.0,0.5551,1.4449,72.24
44,ECG,2.0,0.5518,1.4482,72.41
45,ECG,2.0,0.5522,1.4478,72.39
46,ECG,2.0,0.5553,1.4447,72.23
47,ECG,2.0,0.5428,1.4572,72.86
48,ECG,2.0,0.5605,1.4395,71.97
49,ECG,2.0,0.5447,1.4553,72.76
50,ECG,2.0,0.5434,1.4566,72.83
51,ECG,2.0,0.5619,1.4381,71.90
52,ECG,2.0,0.5641,1.4359,71.79
53,ECG,2.0,0.5618,1.4382,71.91
54,ECG,2.0,0.5430,1.4570,72.85
55,ECG,2.0,0.5564,1.4436,72.18
56,ECG,2.0,0.5547,1.4453,72.26
57,ECG,2.0,0.5471,1.4529,72.64
58,ECG,2.0,0.5548,1.4452,72.26
59,ECG,2.0,0.5411,1.4589,72.94
60,ECG,2.0,0.5608,1.4392,71.96
61,ECG,2.0,0.5532,1.4468,72.34
62,ECG,2.0,0.5579,1.4421,72.10
63,ECG,2.0,0.5576,1.4424,72.12
64,ECG,2.0,0.5547,1.4453,72.27
65,ECG,2.0,0.5624,1.4376,71.88
66,HR,2.0,0.5447,1.4553,72.76
67,HR,2.0,0.5543,1.4457,72.29
68,HR,2.0,0.5488,1.4512,72.56
69,HR,2.0,0.5610,1.4390,71.95
70,HR,2.0,0.5607,1.4393,71.97
71,HR,2.0,0.5454,1.4546,72.73
72,HR,2.0,0.5521,1.4479,72.40
73,HR,2.0,0.5563,1.4437,72.18
74,HR,2.0,0.5485,1.4515,72.57
75,HR,2.0,0.5503,1.4497,72.49
76,HR,2.0,0.5465,1.4535,72.68
77,HR,2.0,0.5536,1.4464,72.32
78,HR,2.0,0.5567,1.4433,72.17
79,HR,2.0,0.5634,1.4366,71.83
80,HR,2.0,0.5609,1.4391,71.95
