FlowID,SrcAddr,DstAddr,TxPackets,RxPackets,LostPackets,PDR_pct,Throughput_kbps,AvgDelay_ms,AvgJitter_ms
1,10.1.0.137,10.1.0.220,54,54,0,100.00,0.11,5.54,6.91
2,10.1.0.220,10.1.0.137,1,1,0,100.00,81.88,3.00,0.00
3,10.1.0.44,10.1.0.206,1043,970,73,93.00,4.95,118.14,106.71
4,10.1.0.206,10.1.0.44,969,703,265,72.55,0.82,379.56,128.83
5,10.1.0.37,10.1.0.213,1042,328,713,31.48,1.68,229.80,185.11
6,10.1.0.213,10.1.0.37,328,159,169,48.48,0.20,302.74,105.18
7,10.1.0.8,10.1.0.210,1046,991,55,94.74,5.06,78.23,75.94
8,10.1.0.210,10.1.0.8,990,853,137,86.16,1.00,380.46,123.24
9,10.1.0.190,10.1.0.204,54,54,0,100.00,0.11,56.94,106.17
10,10.1.0.204,10.1.0.190,1,1,0,100.00,52.85,5.00,0.00
11,10.1.0.189,10.1.0.216,54,53,1,98.15,0.11,47.94,69.81
12,10.1.0.216,10.1.0.189,1,1,0,100.00,30.18,10.00,0.00
13,10.1.0.220,10.1.0.225,1288,7,1279,0.54,0.03,621.29,429.33
14,10.1.0.25,10.1.0.216,1046,1020,26,97.51,5.21,11.80,18.02
15,10.1.0.216,10.1.0.25,1019,999,20,98.04,1.17,153.92,72.59
16,10.1.0.178,10.1.0.212,55,45,10,81.82,0.10,112.51,144.77
17,10.1.0.140,10.1.0.218,55,53,2,96.36,0.11,41.79,55.87
18,10.1.0.212,10.1.0.178,2,2,0,100.00,0.00,220.00,419.00
19,10.1.0.206,10.1.0.221,4591,662,3928,14.42,3.19,320.72,90.23
20,10.1.0.218,10.1.0.140,2,2,0,100.00,0.00,247.00,483.00
21,10.1.0.221,10.1.0.226,2281,3,2498,0.13,1.61,1314.67,749.50
22,10.1.0.122,10.1.0.201,262,256,6,97.71,0.80,40.17,65.47
23,10.1.0.201,10.1.0.122,255,223,32,87.45,0.26,382.96,90.05
24,10.1.0.213,10.1.0.225,3285,353,2930,10.75,1.67,214.78,61.03
25,10.1.0.87,10.1.0.204,264,217,47,82.20,0.68,123.81,142.76
26,10.1.0.225,10.1.0.226,1081,18,1276,1.67,13.51,18.78,13.82
27,10.1.0.204,10.1.0.87,216,153,63,70.83,0.18,134.97,153.50
28,10.1.0.213,10.1.0.225,114,22,92,19.30,0.04,315.00,188.24
29,10.1.0.213,10.1.0.226,95,8,87,8.42,0.02,108.88,184.43
30,10.1.0.57,10.1.0.225,381,49,332,12.86,0.09,261.08,188.71
31,10.1.0.57,10.1.0.226,93,5,88,5.38,0.01,99.00,125.50
32,10.1.0.225,10.1.0.213,118,20,98,16.95,0.03,136.70,143.05
33,10.1.0.225,10.1.0.57,98,14,84,14.29,0.02,123.00,121.00
34,10.1.0.198,10.1.0.219,54,54,0,100.00,0.11,55.50,71.13
35,10.1.0.219,10.1.0.198,1,1,0,100.00,107.33,2.00,0.00
36,10.1.0.159,10.1.0.209,54,52,2,96.30,0.11,110.42,153.39
37,10.1.0.209,10.1.0.159,1,1,0,100.00,37.29,8.00,0.00
38,10.1.0.210,10.1.0.223,5803,767,5035,13.22,3.73,284.59,83.73
39,10.1.0.1,10.1.0.210,1046,1015,31,97.04,5.19,39.55,51.62
40,10.1.0.223,10.1.0.226,2312,0,2467,0.00,0.00,0.00,0.00
41,10.1.0.210,10.1.0.1,1014,817,197,80.57,0.96,369.60,108.36
42,10.1.0.86,10.1.0.204,263,255,8,96.96,0.80,57.65,84.29
43,10.1.0.204,10.1.0.86,254,249,5,98.03,0.29,132.33,125.09
44,10.1.0.42,10.1.0.213,1039,528,511,50.82,2.70,192.99,189.82
45,10.1.0.213,10.1.0.42,527,232,295,44.02,0.27,385.50,172.09
46,10.1.0.101,10.1.0.204,261,212,49,81.23,0.66,147.39,137.82
