NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5617,1.4383,71.92
1,ECG,2.0,0.5615,1.4385,71.93
2,ECG,2.0,0.5540,1.4460,72.30
3,ECG,2.0,0.5580,1.4420,72.10
4,ECG,2.0,0.5608,1.4392,71.96
5,ECG,2.0,0.5560,1.4440,72.20
6,ECG,2.0,0.5554,1.4446,72.23
7,ECG,2.0,0.5404,1.4596,72.98
8,ECG,2.0,0.5511,1.4489,72.45
9,ECG,2.0,0.5480,1.4520,72.60
10,ECG,2.0,0.5518,1.4482,72.41
11,ECG,2.0,0.5559,1.4441,72.20
12,ECG,2.0,0.5416,1.4584,72.92
13,ECG,2.0,0.5487,1.4513,72.57
14,ECG,2.0,0.5605,1.4395,71.98
15,ECG,2.0,0.5499,1.4501,72.50
16,ECG,2.0,0.5519,1.4481,72.41
17,ECG,2.0,0.5639,1.4361,71.81
18,ECG,2.0,0.5469,1.4531,72.65
19,ECG,2.0,0.5600,1.4400,72.00
20,ECG,2.0,0.5458,1.4542,72.71
21,ECG,2.0,0.5583,1.4417,72.08
22,ECG,2.0,0.5588,1.4412,72.06
23,ECG,2.0,0.5604,1.4396,71.98
24,ECG,2.0,0.5496,1.4504,72.52
25,ECG,2.0,0.5422,1.4578,72.89
26,ECG,2.0,0.5463,1.4537,72.68
27,ECG,2.0,0.5451,1.4549,72.75
28,ECG,2.0,0.5626,1.4374,71.87
29,ECG,2.0,0.5628,1.4372,71.86
30,ECG,2.0,0.5505,1.4495,72.48
31,ECG,2.0,0.5600,1.4400,72.00
32,ECG,2.0,0.5510,1.4490,72.45
33,ECG,2.0,0.5558,1.4442,72.21
34,ECG,2.0,0.5492,1.4508,72.54
35,ECG,2.0,0.5569,1.4431,72.15
36,ECG,2.0,0.5421,1.4579,72.89
37,ECG,2.0,0.5470,1.4530,72.65
38,ECG,2.0,0.5419,1.4581,72.90
39,ECG,2.0,0.5642,1.4358,71.79
40,ECG,2.0,0.5474,1.4526,72.63
41,ECG,2.0,0.5508,1.4492,72.46
42,ECG,2.0,0.5590,1.4410,72.05
43,ECG,2.0,0.5485,1.4515,72.57
44,ECG,2.0,0.5528,1.4472,72.36
45,ECG,2.0,0.5421,1.4579,72.89
46,ECG,2.0,0.5469,1.4531,72.66
47,ECG,2.0,0.5531,1.4469,72.35
48,ECG,2.0,0.5423,1.4577,72.89
49,ECG,2.0,0.5470,1.4530,72.65
50,ECG,2.0,0.5514,1.4486,72.43
51,ECG,2.0,0.5566,1.4434,72.17
52,ECG,2.0,0.5435,1.4565,72.83
53,ECG,2.0,0.5433,1.4567,72.84
54,ECG,2.0,0.5447,1.4553,72.77
55,ECG,2.0,0.5605,1.4395,71.98
56,ECG,2.0,0.5566,1.4434,72.17
57,ECG,2.0,0.5548,1.4452,72.26
58,ECG,2.0,0.5576,1.4424,72.12
59,ECG,2.0,0.5492,1.4508,72.54
60,ECG,2.0,0.5505,1.4495,72.48
61,ECG,2.0,0.5500,1.4500,72.50
62,ECG,2.0,0.5488,1.4512,72.56
63,ECG,2.0,0.5509,1.4491,72.45
64,ECG,2.0,0.5512,1.4488,72.44
65,ECG,2.0,0.5504,1.4496,72.48
66,HR,2.0,0.5489,1.4511,72.55
67,HR,2.0,0.5613,1.4387,71.93
68,HR,2.0,0.5613,1.4387,71.94
69,HR,2.0,0.5422,1.4578,72.89
70,HR,2.0,0.5468,1.4532,72.66
71,HR,2.0,0.5548,1.4452,72.26
72,HR,2.0,0.5466,1.4534,72.67
73,HR,2.0,0.5559,1.4441,72.21
74,HR,2.0,0.5560,1.4440,72.20
75,HR,2.0,0.5472,1.4528,72.64
76,HR,2.0,0.5527,1.4473,72.37
77,HR,2.0,0.5580,1.4420,72.10
78,HR,2.0,0.5639,1.4361,71.80
79,HR,2.0,0.5534,1.4466,72.33
80,HR,2.0,0.5428,1.4572,72.86
81,HR,2.0,0.5526,1.4474,72.37
82,HR,2.0,0.5547,1.4453,72.27
83,HR,2.0,0.5505,1.4495,72.47
84,HR,2.0,0.5600,1.4400,72.00
85,HR,2.0,0.5571,1.4429,72.15
86,HR,2.0,0.5449,1.4551,72.76
87,HR,2.0,0.5608,1.4392,71.96
88,HR,2.0,0.5432,1.4568,72.84
89,HR,2.0,0.5484,1.4516,72.58
90,HR,2.0,0.5510,1.4490,72.45
91,HR,2.0,0.5556,1.4444,72.22
92,HR,2.0,0.5541,1.4459,72.29
93,HR,2.0,0.5562,1.4438,72.19
94,HR,2.0,0.5584,1.4416,72.08
95,HR,2.0,0.5474,1.4526,72.63
96,HR,2.0,0.5418,1.4582,72.91
97,HR,2.0,0.5517,1.4483,72.41
98,HR,2.0,0.5563,1.4437,72.19
99,HR,2.0,0.5571,1.4429,72.15
100,HR,2.0,0.5513,1.4487,72.44
101,HR,2.0,0.5433,1.4567,72.84
