NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5561,1.4439,72.20
1,ECG,2.0,0.5622,1.4378,71.89
2,ECG,2.0,0.5478,1.4522,72.61
3,ECG,2.0,0.5561,1.4439,72.19
4,ECG,2.0,0.5474,1.4526,72.63
5,ECG,2.0,0.5610,1.4390,71.95
6,ECG,2.0,0.5486,1.4514,72.57
7,ECG,2.0,0.5538,1.4462,72.31
8,ECG,2.0,0.5492,1.4508,72.54
9,ECG,2.0,0.5433,1.4567,72.84
10,ECG,2.0,0.5553,1.4447,72.23
11,ECG,2.0,0.5591,1.4409,72.05
12,ECG,2.0,0.5570,1.4430,72.15
13,ECG,2.0,0.5453,1.4547,72.74
14,ECG,2.0,0.5553,1.4447,72.23
15,ECG,2.0,0.5622,1.4378,71.89
16,ECG,2.0,0.5474,1.4526,72.63
17,ECG,2.0,0.5536,1.4464,72.32
18,ECG,2.0,0.5594,1.4406,72.03
19,ECG,2.0,0.5587,1.4413,72.06
20,ECG,2.0,0.5482,1.4518,72.59
21,ECG,2.0,0.5459,1.4541,72.70
22,ECG,2.0,0.5490,1.4510,72.55
23,ECG,2.0,0.5596,1.4404,72.02
24,ECG,2.0,0.5460,1.4540,72.70
25,ECG,2.0,0.5565,1.4435,72.17
26,ECG,2.0,0.5425,1.4575,72.88
27,ECG,2.0,0.5585,1.4415,72.07
28,ECG,2.0,0.5453,1.4547,72.73
29,ECG,2.0,0.5467,1.4533,72.66
30,ECG,2.0,0.5505,1.4495,72.47
31,ECG,2.0,0.5604,1.4396,71.98
32,ECG,2.0,0.5521,1.4479,72.40
33,ECG,2.0,0.5599,1.4401,72.01
34,ECG,2.0,0.5587,1.4413,72.06
35,ECG,2.0,0.5631,1.4369,71.84
36,ECG,2.0,0.5540,1.4460,72.30
37,ECG,2.0,0.5589,1.4411,72.05
38,ECG,2.0,0.5476,1.4524,72.62
39,ECG,2.0,0.5420,1.4580,72.90
40,ECG,2.0,0.5474,1.4526,72.63
41,ECG,2.0,0.5547,1.4453,72.26
42,ECG,2.0,0.5452,1.4548,72.74
43,ECG,2.0,0.5603,1.4397,71.99
44,ECG,2.0,0.5555,1.4445,72.22
45,ECG,2.0,0.5537,1.4463,72.32
46,ECG,2.0,0.5607,1.4393,71.97
47,ECG,2.0,0.5441,1.4559,72.80
48,ECG,2.0,0.5538,1.4462,72.31
49,ECG,2.0,0.5470,1.4530,72.65
50,HR,2.0,0.5433,1.4567,72.83
51,HR,2.0,0.5493,1.4507,72.54
52,HR,2.0,0.5512,1.4488,72.44
53,HR,2.0,0.5466,1.4534,72.67
54,HR,2.0,0.5419,1.4581,72.91
55,HR,2.0,0.5625,1.4375,71.87
56,HR,2.0,0.5421,1.4579,72.89
57,HR,2.0,0.5552,1.4448,72.24
58,HR,2.0,0.5534,1.4466,72.33
59,HR,2.0,0.5614,1.4386,71.93
60,HR,2.0,0.5599,1.4401,72.00
61,HR,2.0,0.5433,1.4567,72.83
62,HR,2.0,0.5472,1.4528,72.64
63,HR,2.0,0.5616,1.4384,71.92
64,HR,2.0,0.5547,1.4453,72.26
65,HR,2.0,0.5479,1.4521,72.61
66,HR,2.0,0.5434,1.4566,72.83
67,HR,2.0,0.5440,1.4560,72.80
68,HR,2.0,0.5460,1.4540,72.70
69,HR,2.0,0.5495,1.4505,72.52
70,HR,2.0,0.5431,1.4569,72.85
71,HR,2.0,0.5482,1.4518,72.59
72,HR,2.0,0.5570,1.4430,72.15
73,HR,2.0,0.5580,1.4420,72.10
74,HR,2.0,0.5608,1.4392,71.96
75,HR,2.0,0.5516,1.4484,72.42
76,HR,2.0,0.5580,1.4420,72.10
77,HR,2.0,0.5429,1.4571,72.86
78,HR,2.0,0.5475,1.4525,72.63
79,HR,2.0,0.5428,1.4572,72.86
80,HR,2.0,0.5524,1.4476,72.38
81,HR,2.0,0.5583,1.4417,72.08
82,HR,2.0,0.5580,1.4420,72.10
83,HR,2.0,0.5565,1.4435,72.17
84,HR,2.0,0.5424,1.4576,72.88
85,HR,2.0,0.5641,1.4359,71.80
86,HR,2.0,0.5620,1.4380,71.90
87,HR,2.0,0.5440,1.4560,72.80
88,HR,2.0,0.5618,1.4382,71.91
89,HR,2.0,0.5535,1.4465,72.33
90,HR,2.0,0.5504,1.4496,72.48
91,HR,2.0,0.5454,1.4546,72.73
92,HR,2.0,0.5537,1.4463,72.31
93,HR,2.0,0.5572,1.4428,72.14
94,HR,2.0,0.5433,1.4567,72.84
95,HR,2.0,0.5494,1.4506,72.53
96,HR,2.0,0.5429,1.4571,72.85
97,HR,2.0,0.5433,1.4567,72.84
98,HR,2.0,0.5466,1.4534,72.67
99,HR,2.0,0.5526,1.4474,72.37
100,Temp,2.0,0.5641,1.4359,71.80
101,Temp,2.0,0.5438,1.4562,72.81
102,Temp,2.0,0.5445,1.4555,72.78
103,Temp,2.0,0.5638,1.4362,71.81
104,Temp,2.0,0.5578,1.4422,72.11
105,Temp,2.0,0.5466,1.4534,72.67
106,Temp,2.0,0.5444,1.4556,72.78
107,Temp,2.0,0.5641,1.4359,71.79
108,Temp,2.0,0.5447,1.4553,72.76
109,Temp,2.0,0.5486,1.4514,72.57
110,Temp,2.0,0.5526,1.4474,72.37
111,Temp,2.0,0.5571,1.4429,72.15
112,Temp,2.0,0.5533,1.4467,72.33
113,Temp,2.0,0.5465,1.4535,72.68
114,Temp,2.0,0.5580,1.4420,72.10
115,Temp,2.0,0.5500,1.4500,72.50
116,Temp,2.0,0.5500,1.4500,72.50
117,Temp,2.0,0.5479,1.4521,72.61
118,Temp,2.0,0.5542,1.4458,72.29
119,Temp,2.0,0.5428,1.4572,72.86
120,Temp,2.0,0.5481,1.4519,72.59
121,Temp,2.0,0.5542,1.4458,72.29
122,Temp,2.0,0.5580,1.4420,72.10
123,Temp,2.0,0.5519,1.4481,72.41
124,Temp,2.0,0.5580,1.4420,72.10
125,Temp,2.0,0.5623,1.4377,71.88
126,Temp,2.0,0.5440,1.4560,72.80
127,Temp,2.0,0.5577,1.4423,72.11
128,Temp,2.0,0.5618,1.4382,71.91
129,Temp,2.0,0.5429,1.4571,72.86
130,Temp,2.0,0.5642,1.4358,71.79
131,Temp,2.0,0.5524,1.4476,72.38
132,Temp,2.0,0.5591,1.4409,72.05
133,Temp,2.0,0.5514,1.4486,72.43
134,Temp,2.0,0.5621,1.4379,71.89
135,Temp,2.0,0.5482,1.4518,72.59
136,Temp,2.0,0.5521,1.4479,72.40
137,Temp,2.0,0.5606,1.4394,71.97
138,Temp,2.0,0.5484,1.4516,72.58
139,Temp,2.0,0.5585,1.4415,72.07
140,Temp,2.0,0.5584,1.4416,72.08
141,Temp,2.0,0.5525,1.4475,72.38
142,Temp,2.0,0.5561,1.4439,72.20
143,Temp,2.0,0.5556,1.4444,72.22
144,Temp,2.0,0.5585,1.4415,72.08
145,Temp,2.0,0.5533,1.4467,72.33
146,Temp,2.0,0.5581,1.4419,72.09
147,Temp,2.0,0.5570,1.4430,72.15
148,Temp,2.0,0.5607,1.4393,71.96
149,Temp,2.0,0.5600,1.4400,72.00
150,CH,5.0,1.3949,3.6051,72.10
151,CH,5.0,1.4055,3.5945,71.89
152,CH,5.0,1.4082,3.5918,71.84
153,CH,5.0,1.4035,3.5965,71.93
154,CH,5.0,1.3935,3.6065,72.13
155,CH,5.0,1.3934,3.6066,72.13
156,CH,5.0,1.3909,3.6091,72.18
157,CH,5.0,1.3948,3.6052,72.10
158,CH,5.0,1.4020,3.5980,71.96
159,CH,5.0,1.4107,3.5893,71.79
160,CH,5.0,1.4018,3.5982,71.96
161,CH,5.0,1.3938,3.6062,72.12
162,CH,5.0,1.4009,3.5991,71.98
163,CH,5.0,1.4039,3.5961,71.92
164,CH,5.0,1.4103,3.5897,71.79
