NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5427,1.4573,72.87
1,ECG,2.0,0.5551,1.4449,72.24
2,ECG,2.0,0.5536,1.4464,72.32
3,ECG,2.0,0.5550,1.4450,72.25
4,ECG,2.0,0.5522,1.4478,72.39
5,ECG,2.0,0.5523,1.4477,72.39
6,ECG,2.0,0.5501,1.4499,72.50
7,ECG,2.0,0.5592,1.4408,72.04
8,ECG,2.0,0.5428,1.4572,72.86
9,ECG,2.0,0.5518,1.4482,72.41
10,ECG,2.0,0.5623,1.4377,71.88
11,ECG,2.0,0.5426,1.4574,72.87
12,ECG,2.0,0.5430,1.4570,72.85
13,ECG,2.0,0.5561,1.4439,72.20
14,ECG,2.0,0.5544,1.4456,72.28
15,ECG,2.0,0.5474,1.4526,72.63
16,ECG,2.0,0.5440,1.4560,72.80
17,ECG,2.0,0.5570,1.4430,72.15
18,ECG,2.0,0.5612,1.4388,71.94
19,ECG,2.0,0.5486,1.4514,72.57
20,ECG,2.0,0.5618,1.4382,71.91
21,ECG,2.0,0.5447,1.4553,72.76
22,ECG,2.0,0.5614,1.4386,71.93
23,ECG,2.0,0.5485,1.4515,72.57
24,ECG,2.0,0.5440,1.4560,72.80
25,ECG,2.0,0.5459,1.4541,72.70
26,ECG,2.0,0.5498,1.4502,72.51
27,ECG,2.0,0.5609,1.4391,71.95
28,ECG,2.0,0.5618,1.4382,71.91
29,ECG,2.0,0.5472,1.4528,72.64
30,ECG,2.0,0.5483,1.4517,72.59
31,ECG,2.0,0.5519,1.4481,72.40
32,ECG,2.0,0.5512,1.4488,72.44
33,ECG,2.0,0.5552,1.4448,72.24
34,ECG,2.0,0.5585,1.4415,72.07
35,ECG,2.0,0.5561,1.4439,72.19
36,ECG,2.0,0.5603,1.4397,71.98
37,ECG,2.0,0.5613,1.4387,71.94
38,ECG,2.0,0.5617,1.4383,71.91
39,ECG,2.0,0.5598,1.4402,72.01
40,ECG,2.0,0.5431,1.4569,72.84
41,ECG,2.0,0.5622,1.4378,71.89
42,ECG,2.0,0.5563,1.4437,72.18
43,ECG,2.0,0.5619,1.4381,71.90
44,ECG,2.0,0.5610,1.4390,71.95
45,ECG,2.0,0.5608,1.4392,71.96
46,ECG,2.0,0.5517,1.4483,72.42
47,ECG,2.0,0.5610,1.4390,71.95
48,ECG,2.0,0.5589,1.4411,72.05
49,ECG,2.0,0.5526,1.4474,72.37
50,ECG,2.0,0.5599,1.4401,72.01
51,ECG,2.0,0.5474,1.4526,72.63
52,ECG,2.0,0.5621,1.4379,71.90
53,ECG,2.0,0.5441,1.4559,72.79
54,ECG,2.0,0.5504,1.4496,72.48
55,ECG,2.0,0.5569,1.4431,72.15
56,ECG,2.0,0.5526,1.4474,72.37
57,ECG,2.0,0.5462,1.4538,72.69
58,ECG,2.0,0.5602,1.4398,71.99
