NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5428,1.4572,72.86
1,ECG,2.0,0.5595,1.4405,72.03
2,ECG,2.0,0.5578,1.4422,72.11
3,ECG,2.0,0.5614,1.4386,71.93
4,ECG,2.0,0.5535,1.4465,72.32
5,ECG,2.0,0.5430,1.4570,72.85
6,ECG,2.0,0.5562,1.4438,72.19
7,ECG,2.0,0.5517,1.4483,72.41
8,ECG,2.0,0.5641,1.4359,71.79
9,ECG,2.0,0.5591,1.4409,72.05
10,ECG,2.0,0.5432,1.4568,72.84
11,ECG,2.0,0.5517,1.4483,72.41
12,ECG,2.0,0.5550,1.4450,72.25
13,ECG,2.0,0.5522,1.4478,72.39
14,ECG,2.0,0.5584,1.4416,72.08
15,ECG,2.0,0.5426,1.4574,72.87
16,ECG,2.0,0.5603,1.4397,71.99
17,ECG,2.0,0.5533,1.4467,72.33
18,ECG,2.0,0.5551,1.4449,72.25
19,ECG,2.0,0.5508,1.4492,72.46
20,ECG,2.0,0.5568,1.4432,72.16
21,ECG,2.0,0.5488,1.4512,72.56
22,ECG,2.0,0.5566,1.4434,72.17
23,ECG,2.0,0.5492,1.4508,72.54
24,ECG,2.0,0.5647,1.4353,71.76
25,ECG,2.0,0.5624,1.4376,71.88
26,ECG,2.0,0.5438,1.4562,72.81
27,ECG,2.0,0.5489,1.4511,72.56
28,ECG,2.0,0.5455,1.4545,72.73
29,ECG,2.0,0.5460,1.4540,72.70
30,ECG,2.0,0.5444,1.4556,72.78
31,ECG,2.0,0.5424,1.4576,72.88
32,ECG,2.0,0.5465,1.4535,72.67
33,HR,2.0,0.5548,1.4452,72.26
34,HR,2.0,0.5621,1.4379,71.89
35,HR,2.0,0.5582,1.4418,72.09
36,HR,2.0,0.5438,1.4562,72.81
37,HR,2.0,0.5478,1.4522,72.61
38,HR,2.0,0.5626,1.4374,71.87
39,HR,2.0,0.5469,1.4531,72.65
40,HR,2.0,0.5571,1.4429,72.15
41,HR,2.0,0.5504,1.4496,72.48
42,HR,2.0,0.5432,1.4568,72.84
43,HR,2.0,0.5555,1.4445,72.23
44,HR,2.0,0.5586,1.4414,72.07
45,HR,2.0,0.5516,1.4484,72.42
46,HR,2.0,0.5427,1.4573,72.87
47,HR,2.0,0.5577,1.4423,72.12
48,HR,2.0,0.5473,1.4527,72.64
49,HR,2.0,0.5524,1.4476,72.38
50,HR,2.0,0.5471,1.4529,72.65
51,HR,2.0,0.5635,1.4365,71.83
52,HR,2.0,0.5490,1.4510,72.55
53,HR,2.0,0.5508,1.4492,72.46
54,HR,2.0,0.5601,1.4399,71.99
55,HR,2.0,0.5423,1.4577,72.89
56,HR,2.0,0.5592,1.4408,72.04
57,HR,2.0,0.5611,1.4389,71.95
58,HR,2.0,0.5623,1.4377,71.89
59,HR,2.0,0.5516,1.4484,72.42
60,HR,2.0,0.5517,1.4483,72.41
61,HR,2.0,0.5419,1.4581,72.90
62,HR,2.0,0.5643,1.4357,71.78
63,HR,2.0,0.5558,1.4442,72.21
64,HR,2.0,0.5507,1.4493,72.47
65,HR,2.0,0.5541,1.4459,72.30
66,Temp,2.0,0.5626,1.4374,71.87
67,Temp,2.0,0.5549,1.4451,72.26
68,Temp,2.0,0.5487,1.4513,72.57
69,Temp,2.0,0.5454,1.4546,72.73
70,Temp,2.0,0.5641,1.4359,71.80
71,Temp,2.0,0.5466,1.4534,72.67
72,Temp,2.0,0.5431,1.4569,72.84
73,Temp,2.0,0.5621,1.4379,71.89
74,Temp,2.0,0.5474,1.4526,72.63
75,Temp,2.0,0.5562,1.4438,72.19
76,Temp,2.0,0.5441,1.4559,72.79
77,Temp,2.0,0.5520,1.4480,72.40
78,Temp,2.0,0.5592,1.4408,72.04
79,Temp,2.0,0.5638,1.4362,71.81
80,Temp,2.0,0.5518,1.4482,72.41
81,Temp,2.0,0.5548,1.4452,72.26
82,Temp,2.0,0.5542,1.4458,72.29
83,Temp,2.0,0.5627,1.4373,71.87
84,Temp,2.0,0.5569,1.4431,72.15
85,Temp,2.0,0.5439,1.4561,72.80
86,Temp,2.0,0.5561,1.4439,72.20
87,Temp,2.0,0.5496,1.4504,72.52
88,Temp,2.0,0.5598,1.4402,72.01
89,Temp,2.0,0.5495,1.4505,72.52
90,Temp,2.0,0.5451,1.4549,72.74
91,Temp,2.0,0.5433,1.4567,72.83
92,Temp,2.0,0.5543,1.4457,72.28
93,Temp,2.0,0.5508,1.4492,72.46
94,Temp,2.0,0.5576,1.4424,72.12
95,Temp,2.0,0.5584,1.4416,72.08
96,Temp,2.0,0.5445,1.4555,72.78
97,Temp,2.0,0.5637,1.4363,71.81
98,Temp,2.0,0.5608,1.4392,71.96
99,Temp,2.0,0.5529,1.4471,72.36
100,CH,5.0,1.3915,3.6085,72.17
101,CH,5.0,1.3912,3.6088,72.18
102,CH,5.0,1.4017,3.5983,71.97
103,CH,5.0,1.3994,3.6006,72.01
104,CH,5.0,1.4116,3.5884,71.77
105,CH,5.0,1.3997,3.6003,72.01
106,CH,5.0,1.4071,3.5929,71.86
107,CH,5.0,1.3992,3.6008,72.02
108,CH,5.0,1.4113,3.5887,71.77
109,CH,5.0,1.4054,3.5946,71.89
