NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5480,1.4520,72.60
1,ECG,2.0,0.5488,1.4512,72.56
2,ECG,2.0,0.5540,1.4460,72.30
3,ECG,2.0,0.5541,1.4459,72.30
4,ECG,2.0,0.5503,1.4497,72.48
5,ECG,2.0,0.5576,1.4424,72.12
6,ECG,2.0,0.5481,1.4519,72.59
7,ECG,2.0,0.5444,1.4556,72.78
8,ECG,2.0,0.5425,1.4575,72.87
9,ECG,2.0,0.5502,1.4498,72.49
10,ECG,2.0,0.5418,1.4582,72.91
11,ECG,2.0,0.5554,1.4446,72.23
12,ECG,2.0,0.5553,1.4447,72.24
13,ECG,2.0,0.5575,1.4425,72.13
14,ECG,2.0,0.5413,1.4587,72.93
15,ECG,2.0,0.5638,1.4362,71.81
16,ECG,2.0,0.5509,1.4491,72.46
17,ECG,2.0,0.5559,1.4441,72.20
18,ECG,2.0,0.5483,1.4517,72.58
19,ECG,2.0,0.5458,1.4542,72.71
20,ECG,2.0,0.5458,1.4542,72.71
21,ECG,2.0,0.5429,1.4571,72.85
22,ECG,2.0,0.5596,1.4404,72.02
23,ECG,2.0,0.5569,1.4431,72.15
24,ECG,2.0,0.5604,1.4396,71.98
25,ECG,2.0,0.5591,1.4409,72.04
26,ECG,2.0,0.5430,1.4570,72.85
27,ECG,2.0,0.5494,1.4506,72.53
28,ECG,2.0,0.5595,1.4405,72.02
29,ECG,2.0,0.5437,1.4563,72.81
30,ECG,2.0,0.5444,1.4556,72.78
31,ECG,2.0,0.5645,1.4355,71.77
32,ECG,2.0,0.5584,1.4416,72.08
33,ECG,2.0,0.5406,1.4594,72.97
34,ECG,2.0,0.5599,1.4401,72.00
35,ECG,2.0,0.5524,1.4476,72.38
36,ECG,2.0,0.5639,1.4361,71.81
37,ECG,2.0,0.5532,1.4468,72.34
38,ECG,2.0,0.5441,1.4559,72.80
39,ECG,2.0,0.5464,1.4536,72.68
40,ECG,2.0,0.5513,1.4487,72.43
41,ECG,2.0,0.5498,1.4502,72.51
42,ECG,2.0,0.5491,1.4509,72.55
43,ECG,2.0,0.5535,1.4465,72.33
44,ECG,2.0,0.5599,1.4401,72.01
45,ECG,2.0,0.5576,1.4424,72.12
46,ECG,2.0,0.5504,1.4496,72.48
47,ECG,2.0,0.5487,1.4513,72.57
48,ECG,2.0,0.5411,1.4589,72.95
49,ECG,2.0,0.5580,1.4420,72.10
50,ECG,2.0,0.5639,1.4361,71.80
51,ECG,2.0,0.5621,1.4379,71.89
52,ECG,2.0,0.5408,1.4592,72.96
53,ECG,2.0,0.5459,1.4541,72.71
54,ECG,2.0,0.5483,1.4517,72.58
55,ECG,2.0,0.5471,1.4529,72.64
56,ECG,2.0,0.5626,1.4374,71.87
57,ECG,2.0,0.5517,1.4483,72.42
58,ECG,2.0,0.5435,1.4565,72.82
59,ECG,2.0,0.5510,1.4490,72.45
60,ECG,2.0,0.5527,1.4473,72.37
61,ECG,2.0,0.5508,1.4492,72.46
62,ECG,2.0,0.5491,1.4509,72.54
63,ECG,2.0,0.5613,1.4387,71.93
64,ECG,2.0,0.5524,1.4476,72.38
65,ECG,2.0,0.5550,1.4450,72.25
66,HR,2.0,0.5498,1.4502,72.51
67,HR,2.0,0.5469,1.4531,72.66
68,HR,2.0,0.5417,1.4583,72.92
69,HR,2.0,0.5488,1.4512,72.56
70,HR,2.0,0.5589,1.4411,72.05
71,HR,2.0,0.5503,1.4497,72.49
72,HR,2.0,0.5575,1.4425,72.13
73,HR,2.0,0.5556,1.4444,72.22
74,HR,2.0,0.5497,1.4503,72.51
75,HR,2.0,0.5437,1.4563,72.82
76,HR,2.0,0.5569,1.4431,72.15
77,HR,2.0,0.5590,1.4410,72.05
78,HR,2.0,0.5605,1.4395,71.97
79,HR,2.0,0.5583,1.4417,72.09
80,HR,2.0,0.5482,1.4518,72.59
81,HR,2.0,0.5551,1.4449,72.24
82,HR,2.0,0.5517,1.4483,72.42
83,HR,2.0,0.5636,1.4364,71.82
84,HR,2.0,0.5504,1.4496,72.48
85,HR,2.0,0.5641,1.4359,71.79
86,HR,2.0,0.5549,1.4451,72.26
87,HR,2.0,0.5493,1.4507,72.54
88,HR,2.0,0.5592,1.4408,72.04
89,HR,2.0,0.5406,1.4594,72.97
90,HR,2.0,0.5623,1.4377,71.89
91,HR,2.0,0.5450,1.4550,72.75
92,HR,2.0,0.5620,1.4380,71.90
93,HR,2.0,0.5538,1.4462,72.31
94,HR,2.0,0.5578,1.4422,72.11
95,HR,2.0,0.5570,1.4430,72.15
96,HR,2.0,0.5576,1.4424,72.12
97,HR,2.0,0.5510,1.4490,72.45
98,HR,2.0,0.5516,1.4484,72.42
99,HR,2.0,0.5495,1.4505,72.52
100,HR,2.0,0.5604,1.4396,71.98
101,HR,2.0,0.5454,1.4546,72.73
102,HR,2.0,0.5578,1.4422,72.11
103,HR,2.0,0.5437,1.4563,72.82
104,HR,2.0,0.5483,1.4517,72.59
105,HR,2.0,0.5481,1.4519,72.60
106,HR,2.0,0.5617,1.4383,71.91
107,HR,2.0,0.5570,1.4430,72.15
108,HR,2.0,0.5454,1.4546,72.73
109,HR,2.0,0.5449,1.4551,72.76
110,HR,2.0,0.5598,1.4402,72.01
111,HR,2.0,0.5461,1.4539,72.70
112,HR,2.0,0.5517,1.4483,72.41
113,HR,2.0,0.5606,1.4394,71.97
114,HR,2.0,0.5597,1.4403,72.02
115,HR,2.0,0.5574,1.4426,72.13
116,HR,2.0,0.5510,1.4490,72.45
117,HR,2.0,0.5565,1.4435,72.18
118,HR,2.0,0.5639,1.4361,71.81
119,HR,2.0,0.5602,1.4398,71.99
120,HR,2.0,0.5505,1.4495,72.48
121,HR,2.0,0.5541,1.4459,72.30
122,HR,2.0,0.5468,1.4532,72.66
123,HR,2.0,0.5500,1.4500,72.50
124,HR,2.0,0.5450,1.4550,72.75
125,HR,2.0,0.5557,1.4443,72.21
126,HR,2.0,0.5425,1.4575,72.88
127,HR,2.0,0.5609,1.4391,71.95
128,HR,2.0,0.5607,1.4393,71.97
129,HR,2.0,0.5575,1.4425,72.12
130,HR,2.0,0.5472,1.4528,72.64
131,HR,2.0,0.5586,1.4414,72.07
132,HR,2.0,0.5581,1.4419,72.10
133,Temp,2.0,0.5537,1.4463,72.32
134,Temp,2.0,0.5468,1.4532,72.66
135,Temp,2.0,0.5423,1.4577,72.88
136,Temp,2.0,0.5460,1.4540,72.70
137,Temp,2.0,0.5610,1.4390,71.95
138,Temp,2.0,0.5518,1.4482,72.41
