NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5448,1.4552,72.76
1,ECG,2.0,0.5634,1.4366,71.83
2,ECG,2.0,0.5465,1.4535,72.67
3,ECG,2.0,0.5568,1.4432,72.16
4,ECG,2.0,0.5462,1.4538,72.69
5,ECG,2.0,0.5488,1.4512,72.56
6,ECG,2.0,0.5426,1.4574,72.87
7,ECG,2.0,0.5440,1.4560,72.80
8,ECG,2.0,0.5563,1.4437,72.19
9,ECG,2.0,0.5456,1.4544,72.72
10,ECG,2.0,0.5568,1.4432,72.16
11,ECG,2.0,0.5614,1.4386,71.93
12,ECG,2.0,0.5548,1.4452,72.26
13,ECG,2.0,0.5521,1.4479,72.39
14,ECG,2.0,0.5567,1.4433,72.17
15,ECG,2.0,0.5490,1.4510,72.55
16,HR,2.0,0.5439,1.4561,72.81
17,HR,2.0,0.5515,1.4485,72.43
18,HR,2.0,0.5537,1.4463,72.31
19,HR,2.0,0.5523,1.4477,72.39
20,HR,2.0,0.5425,1.4575,72.88
21,HR,2.0,0.5524,1.4476,72.38
22,HR,2.0,0.5499,1.4501,72.50
23,HR,2.0,0.5540,1.4460,72.30
24,HR,2.0,0.5453,1.4547,72.74
25,HR,2.0,0.5515,1.4485,72.43
26,HR,2.0,0.5653,1.4347,71.73
27,HR,2.0,0.5502,1.4498,72.49
28,HR,2.0,0.5505,1.4495,72.47
29,HR,2.0,0.5591,1.4409,72.05
30,HR,2.0,0.5557,1.4443,72.22
31,HR,2.0,0.5611,1.4389,71.95
32,HR,2.0,0.5547,1.4453,72.26
33,Temp,2.0,0.5565,1.4435,72.17
34,Temp,2.0,0.5471,1.4529,72.65
35,Temp,2.0,0.5489,1.4511,72.56
36,Temp,2.0,0.5561,1.4439,72.20
37,Temp,2.0,0.5583,1.4417,72.09
38,Temp,2.0,0.5461,1.4539,72.70
39,Temp,2.0,0.5588,1.4412,72.06
40,Temp,2.0,0.5468,1.4532,72.66
41,Temp,2.0,0.5591,1.4409,72.04
42,Temp,2.0,0.5577,1.4423,72.11
43,Temp,2.0,0.5578,1.4422,72.11
44,Temp,2.0,0.5473,1.4527,72.63
45,Temp,2.0,0.5585,1.4415,72.08
46,Temp,2.0,0.5606,1.4394,71.97
47,Temp,2.0,0.5515,1.4485,72.43
48,Temp,2.0,0.5462,1.4538,72.69
49,Temp,2.0,0.5612,1.4388,71.94
50,CH,5.0,1.4074,3.5926,71.85
51,CH,5.0,1.4076,3.5924,71.85
52,CH,5.0,1.3955,3.6045,72.09
53,CH,5.0,1.3913,3.6087,72.17
54,CH,5.0,1.4042,3.5958,71.92
