NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5610,1.4390,71.95
1,ECG,2.0,0.5641,1.4359,71.79
2,ECG,2.0,0.5445,1.4555,72.78
3,ECG,2.0,0.5566,1.4434,72.17
4,ECG,2.0,0.5513,1.4487,72.43
5,ECG,2.0,0.5587,1.4413,72.06
6,ECG,2.0,0.5533,1.4467,72.34
7,ECG,2.0,0.5516,1.4484,72.42
8,ECG,2.0,0.5523,1.4477,72.38
9,ECG,2.0,0.5526,1.4474,72.37
10,ECG,2.0,0.5594,1.4406,72.03
11,ECG,2.0,0.5433,1.4567,72.83
12,ECG,2.0,0.5574,1.4426,72.13
13,ECG,2.0,0.5551,1.4449,72.25
14,ECG,2.0,0.5591,1.4409,72.04
15,ECG,2.0,0.5588,1.4412,72.06
16,HR,2.0,0.5457,1.4543,72.72
17,HR,2.0,0.5650,1.4350,71.75
18,HR,2.0,0.5419,1.4581,72.91
19,HR,2.0,0.5644,1.4356,71.78
20,HR,2.0,0.5499,1.4501,72.50
21,HR,2.0,0.5612,1.4388,71.94
22,HR,2.0,0.5625,1.4375,71.88
23,HR,2.0,0.5577,1.4423,72.12
24,HR,2.0,0.5428,1.4572,72.86
25,HR,2.0,0.5630,1.4370,71.85
26,HR,2.0,0.5430,1.4570,72.85
27,HR,2.0,0.5631,1.4369,71.85
28,HR,2.0,0.5556,1.4444,72.22
29,HR,2.0,0.5605,1.4395,71.98
30,HR,2.0,0.5464,1.4536,72.68
31,HR,2.0,0.5569,1.4431,72.16
32,HR,2.0,0.5427,1.4573,72.87
33,Temp,2.0,0.5474,1.4526,72.63
34,Temp,2.0,0.5617,1.4383,71.92
35,Temp,2.0,0.5644,1.4356,71.78
36,Temp,2.0,0.5524,1.4476,72.38
37,Temp,2.0,0.5455,1.4545,72.72
38,Temp,2.0,0.5480,1.4520,72.60
39,Temp,2.0,0.5513,1.4487,72.44
40,Temp,2.0,0.5497,1.4503,72.52
41,Temp,2.0,0.5473,1.4527,72.63
42,Temp,2.0,0.5604,1.4396,71.98
43,Temp,2.0,0.5565,1.4435,72.18
44,Temp,2.0,0.5565,1.4435,72.17
45,Temp,2.0,0.5444,1.4556,72.78
46,Temp,2.0,0.5638,1.4362,71.81
47,Temp,2.0,0.5429,1.4571,72.85
48,Temp,2.0,0.5537,1.4463,72.31
49,Temp,2.0,0.5422,1.4578,72.89
50,CH,5.0,1.4053,3.5947,71.89
51,CH,5.0,1.3920,3.6080,72.16
52,CH,5.0,1.4000,3.6000,72.00
53,CH,5.0,1.3921,3.6079,72.16
54,CH,5.0,1.3955,3.6045,72.09
