NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5551,1.4449,72.24
1,ECG,2.0,0.5578,1.4422,72.11
2,ECG,2.0,0.5595,1.4405,72.03
3,ECG,2.0,0.5481,1.4519,72.60
4,ECG,2.0,0.5501,1.4499,72.50
5,ECG,2.0,0.5526,1.4474,72.37
6,ECG,2.0,0.5574,1.4426,72.13
7,ECG,2.0,0.5522,1.4478,72.39
8,ECG,2.0,0.5421,1.4579,72.90
9,ECG,2.0,0.5519,1.4481,72.40
10,ECG,2.0,0.5526,1.4474,72.37
11,ECG,2.0,0.5537,1.4463,72.32
12,ECG,2.0,0.5533,1.4467,72.34
13,ECG,2.0,0.5419,1.4581,72.91
14,ECG,2.0,0.5600,1.4400,72.00
15,ECG,2.0,0.5587,1.4413,72.06
16,ECG,2.0,0.5604,1.4396,71.98
17,ECG,2.0,0.5531,1.4469,72.34
18,ECG,2.0,0.5597,1.4403,72.02
19,ECG,2.0,0.5467,1.4533,72.67
20,ECG,2.0,0.5623,1.4377,71.89
21,ECG,2.0,0.5410,1.4590,72.95
22,ECG,2.0,0.5472,1.4528,72.64
23,ECG,2.0,0.5458,1.4542,72.71
24,ECG,2.0,0.5572,1.4428,72.14
25,ECG,2.0,0.5539,1.4461,72.31
26,ECG,2.0,0.5547,1.4453,72.27
27,ECG,2.0,0.5508,1.4492,72.46
28,ECG,2.0,0.5616,1.4384,71.92
29,ECG,2.0,0.5513,1.4487,72.43
30,ECG,2.0,0.5549,1.4451,72.26
31,ECG,2.0,0.5453,1.4547,72.73
32,ECG,2.0,0.5601,1.4399,72.00
33,ECG,2.0,0.5465,1.4535,72.67
34,ECG,2.0,0.5495,1.4505,72.53
35,ECG,2.0,0.5500,1.4500,72.50
36,ECG,2.0,0.5622,1.4378,71.89
37,ECG,2.0,0.5416,1.4584,72.92
38,ECG,2.0,0.5500,1.4500,72.50
