NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5632,1.4368,71.84
1,ECG,2.0,0.5454,1.4546,72.73
2,ECG,2.0,0.5591,1.4409,72.05
3,ECG,2.0,0.5604,1.4396,71.98
4,ECG,2.0,0.5429,1.4571,72.86
5,ECG,2.0,0.5467,1.4533,72.67
6,ECG,2.0,0.5508,1.4492,72.46
7,ECG,2.0,0.5438,1.4562,72.81
8,ECG,2.0,0.5460,1.4540,72.70
9,ECG,2.0,0.5572,1.4428,72.14
10,ECG,2.0,0.5551,1.4449,72.24
11,ECG,2.0,0.5457,1.4543,72.71
12,ECG,2.0,0.5548,1.4452,72.26
13,ECG,2.0,0.5536,1.4464,72.32
14,ECG,2.0,0.5642,1.4358,71.79
15,ECG,2.0,0.5479,1.4521,72.60
16,HR,2.0,0.5650,1.4350,71.75
17,HR,2.0,0.5424,1.4576,72.88
18,HR,2.0,0.5625,1.4375,71.87
19,HR,2.0,0.5604,1.4396,71.98
20,HR,2.0,0.5657,1.4343,71.71
21,HR,2.0,0.5429,1.4571,72.85
22,HR,2.0,0.5453,1.4547,72.74
23,HR,2.0,0.5509,1.4491,72.46
24,HR,2.0,0.5475,1.4525,72.62
25,HR,2.0,0.5410,1.4590,72.95
26,HR,2.0,0.5419,1.4581,72.91
27,HR,2.0,0.5525,1.4475,72.37
28,HR,2.0,0.5479,1.4521,72.61
29,HR,2.0,0.5599,1.4401,72.00
30,HR,2.0,0.5581,1.4419,72.10
31,HR,2.0,0.5630,1.4370,71.85
32,HR,2.0,0.5478,1.4522,72.61
33,Temp,2.0,0.5605,1.4395,71.98
34,Temp,2.0,0.5465,1.4535,72.68
35,Temp,2.0,0.5486,1.4514,72.57
36,Temp,2.0,0.5634,1.4366,71.83
37,Temp,2.0,0.5572,1.4428,72.14
38,Temp,2.0,0.5581,1.4419,72.09
39,Temp,2.0,0.5577,1.4423,72.11
40,Temp,2.0,0.5598,1.4402,72.01
41,Temp,2.0,0.5538,1.4462,72.31
42,Temp,2.0,0.5420,1.4580,72.90
43,Temp,2.0,0.5518,1.4482,72.41
44,Temp,2.0,0.5486,1.4514,72.57
45,Temp,2.0,0.5419,1.4581,72.90
46,Temp,2.0,0.5517,1.4483,72.42
47,Temp,2.0,0.5607,1.4393,71.97
48,Temp,2.0,0.5553,1.4447,72.23
49,Temp,2.0,0.5559,1.4441,72.21
50,CH,5.0,1.3897,3.6103,72.21
51,CH,5.0,1.4018,3.5982,71.96
52,CH,5.0,1.3978,3.6022,72.04
53,CH,5.0,1.3972,3.6028,72.06
54,CH,5.0,1.4018,3.5982,71.96
