NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5598,1.4402,72.01
1,ECG,2.0,0.5583,1.4417,72.09
2,ECG,2.0,0.5467,1.4533,72.67
3,ECG,2.0,0.5437,1.4563,72.82
4,ECG,2.0,0.5634,1.4366,71.83
5,ECG,2.0,0.5571,1.4429,72.14
6,ECG,2.0,0.5557,1.4443,72.22
7,ECG,2.0,0.5430,1.4570,72.85
8,ECG,2.0,0.5425,1.4575,72.88
9,ECG,2.0,0.5576,1.4424,72.12
10,ECG,2.0,0.5438,1.4562,72.81
11,ECG,2.0,0.5571,1.4429,72.15
12,ECG,2.0,0.5497,1.4503,72.51
13,ECG,2.0,0.5428,1.4572,72.86
14,ECG,2.0,0.5454,1.4546,72.73
15,ECG,2.0,0.5523,1.4477,72.39
16,ECG,2.0,0.5569,1.4431,72.15
17,ECG,2.0,0.5432,1.4568,72.84
18,ECG,2.0,0.5547,1.4453,72.26
19,ECG,2.0,0.5591,1.4409,72.04
20,ECG,2.0,0.5582,1.4418,72.09
21,ECG,2.0,0.5595,1.4405,72.03
22,ECG,2.0,0.5602,1.4398,71.99
23,ECG,2.0,0.5564,1.4436,72.18
24,ECG,2.0,0.5528,1.4472,72.36
25,ECG,2.0,0.5460,1.4540,72.70
26,ECG,2.0,0.5537,1.4463,72.31
27,ECG,2.0,0.5618,1.4382,71.91
28,ECG,2.0,0.5431,1.4569,72.84
29,ECG,2.0,0.5634,1.4366,71.83
30,ECG,2.0,0.5426,1.4574,72.87
31,ECG,2.0,0.5619,1.4381,71.90
32,ECG,2.0,0.5476,1.4524,72.62
33,ECG,2.0,0.5430,1.4570,72.85
34,ECG,2.0,0.5573,1.4427,72.14
35,ECG,2.0,0.5476,1.4524,72.62
36,ECG,2.0,0.5585,1.4415,72.07
37,ECG,2.0,0.5586,1.4414,72.07
38,ECG,2.0,0.5557,1.4443,72.21
39,ECG,2.0,0.5583,1.4417,72.08
40,ECG,2.0,0.5559,1.4441,72.21
41,ECG,2.0,0.5465,1.4535,72.67
42,ECG,2.0,0.5527,1.4473,72.36
43,ECG,2.0,0.5478,1.4522,72.61
44,ECG,2.0,0.5621,1.4379,71.90
45,ECG,2.0,0.5498,1.4502,72.51
46,ECG,2.0,0.5454,1.4546,72.73
47,ECG,2.0,0.5607,1.4393,71.97
48,ECG,2.0,0.5453,1.4547,72.73
49,ECG,2.0,0.5485,1.4515,72.57
50,ECG,2.0,0.5442,1.4558,72.79
51,ECG,2.0,0.5576,1.4424,72.12
52,ECG,2.0,0.5636,1.4364,71.82
53,ECG,2.0,0.5601,1.4399,71.99
54,ECG,2.0,0.5463,1.4537,72.69
55,ECG,2.0,0.5562,1.4438,72.19
56,ECG,2.0,0.5598,1.4402,72.01
57,ECG,2.0,0.5430,1.4570,72.85
58,ECG,2.0,0.5594,1.4406,72.03
59,ECG,2.0,0.5462,1.4538,72.69
60,ECG,2.0,0.5570,1.4430,72.15
61,ECG,2.0,0.5466,1.4534,72.67
62,ECG,2.0,0.5433,1.4567,72.84
63,ECG,2.0,0.5553,1.4447,72.23
64,ECG,2.0,0.5499,1.4501,72.51
65,ECG,2.0,0.5490,1.4510,72.55
66,HR,2.0,0.5525,1.4475,72.38
67,HR,2.0,0.5451,1.4549,72.74
68,HR,2.0,0.5490,1.4510,72.55
69,HR,2.0,0.5641,1.4359,71.79
70,HR,2.0,0.5437,1.4563,72.81
71,HR,2.0,0.5557,1.4443,72.21
72,HR,2.0,0.5553,1.4447,72.23
73,HR,2.0,0.5481,1.4519,72.60
74,HR,2.0,0.5637,1.4363,71.82
75,HR,2.0,0.5405,1.4595,72.97
76,HR,2.0,0.5551,1.4449,72.24
77,HR,2.0,0.5611,1.4389,71.94
78,HR,2.0,0.5496,1.4504,72.52
79,HR,2.0,0.5474,1.4526,72.63
80,HR,2.0,0.5453,1.4547,72.73
81,HR,2.0,0.5631,1.4369,71.85
82,HR,2.0,0.5622,1.4378,71.89
83,HR,2.0,0.5514,1.4486,72.43
84,HR,2.0,0.5621,1.4379,71.89
85,HR,2.0,0.5554,1.4446,72.23
86,HR,2.0,0.5539,1.4461,72.30
87,HR,2.0,0.5548,1.4452,72.26
88,HR,2.0,0.5522,1.4478,72.39
89,HR,2.0,0.5567,1.4433,72.16
90,HR,2.0,0.5447,1.4553,72.77
91,HR,2.0,0.5419,1.4581,72.90
92,HR,2.0,0.5608,1.4392,71.96
93,HR,2.0,0.5529,1.4471,72.36
94,HR,2.0,0.5579,1.4421,72.11
95,HR,2.0,0.5599,1.4401,72.01
96,HR,2.0,0.5609,1.4391,71.95
97,HR,2.0,0.5549,1.4451,72.26
98,HR,2.0,0.5443,1.4557,72.78
99,HR,2.0,0.5512,1.4488,72.44
100,HR,2.0,0.5552,1.4448,72.24
101,HR,2.0,0.5572,1.4428,72.14
