NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5543,1.4457,72.28
1,ECG,2.0,0.5464,1.4536,72.68
2,ECG,2.0,0.5627,1.4373,71.87
3,ECG,2.0,0.5429,1.4571,72.86
4,ECG,2.0,0.5491,1.4509,72.54
5,ECG,2.0,0.5543,1.4457,72.28
6,ECG,2.0,0.5529,1.4471,72.35
7,ECG,2.0,0.5484,1.4516,72.58
8,ECG,2.0,0.5625,1.4375,71.88
9,ECG,2.0,0.5539,1.4461,72.31
10,ECG,2.0,0.5436,1.4564,72.82
11,ECG,2.0,0.5499,1.4501,72.50
12,ECG,2.0,0.5597,1.4403,72.02
13,ECG,2.0,0.5636,1.4364,71.82
14,ECG,2.0,0.5612,1.4388,71.94
15,ECG,2.0,0.5541,1.4459,72.29
16,ECG,2.0,0.5539,1.4461,72.30
17,ECG,2.0,0.5607,1.4393,71.97
18,ECG,2.0,0.5447,1.4553,72.77
19,ECG,2.0,0.5465,1.4535,72.67
20,ECG,2.0,0.5455,1.4545,72.73
21,ECG,2.0,0.5618,1.4382,71.91
22,ECG,2.0,0.5606,1.4394,71.97
23,ECG,2.0,0.5459,1.4541,72.71
24,ECG,2.0,0.5541,1.4459,72.29
25,ECG,2.0,0.5432,1.4568,72.84
26,ECG,2.0,0.5485,1.4515,72.58
27,ECG,2.0,0.5479,1.4521,72.61
28,ECG,2.0,0.5440,1.4560,72.80
29,ECG,2.0,0.5646,1.4354,71.77
30,ECG,2.0,0.5466,1.4534,72.67
31,ECG,2.0,0.5606,1.4394,71.97
32,ECG,2.0,0.5419,1.4581,72.90
33,ECG,2.0,0.5626,1.4374,71.87
34,ECG,2.0,0.5631,1.4369,71.85
35,ECG,2.0,0.5438,1.4562,72.81
36,ECG,2.0,0.5536,1.4464,72.32
37,ECG,2.0,0.5488,1.4512,72.56
38,ECG,2.0,0.5522,1.4478,72.39
39,ECG,2.0,0.5449,1.4551,72.75
40,ECG,2.0,0.5610,1.4390,71.95
41,ECG,2.0,0.5570,1.4430,72.15
42,ECG,2.0,0.5579,1.4421,72.10
43,ECG,2.0,0.5632,1.4368,71.84
44,ECG,2.0,0.5458,1.4542,72.71
45,ECG,2.0,0.5613,1.4387,71.94
46,ECG,2.0,0.5477,1.4523,72.62
47,ECG,2.0,0.5463,1.4537,72.68
48,ECG,2.0,0.5426,1.4574,72.87
49,ECG,2.0,0.5637,1.4363,71.82
50,HR,2.0,0.5451,1.4549,72.74
51,HR,2.0,0.5426,1.4574,72.87
52,HR,2.0,0.5439,1.4561,72.81
53,HR,2.0,0.5622,1.4378,71.89
54,HR,2.0,0.5513,1.4487,72.44
55,HR,2.0,0.5548,1.4452,72.26
56,HR,2.0,0.5448,1.4552,72.76
57,HR,2.0,0.5608,1.4392,71.96
58,HR,2.0,0.5548,1.4452,72.26
59,HR,2.0,0.5493,1.4507,72.53
60,HR,2.0,0.5621,1.4379,71.90
61,HR,2.0,0.5549,1.4451,72.25
62,HR,2.0,0.5634,1.4366,71.83
63,HR,2.0,0.5520,1.4480,72.40
64,HR,2.0,0.5457,1.4543,72.71
65,HR,2.0,0.5522,1.4478,72.39
66,HR,2.0,0.5543,1.4457,72.28
67,HR,2.0,0.5471,1.4529,72.64
68,HR,2.0,0.5462,1.4538,72.69
69,HR,2.0,0.5477,1.4523,72.61
70,HR,2.0,0.5568,1.4432,72.16
71,HR,2.0,0.5455,1.4545,72.72
72,HR,2.0,0.5585,1.4415,72.08
73,HR,2.0,0.5564,1.4436,72.18
74,HR,2.0,0.5617,1.4383,71.92
75,HR,2.0,0.5552,1.4448,72.24
76,HR,2.0,0.5495,1.4505,72.52
77,HR,2.0,0.5595,1.4405,72.03
78,HR,2.0,0.5455,1.4545,72.73
79,HR,2.0,0.5447,1.4553,72.76
80,HR,2.0,0.5455,1.4545,72.73
81,HR,2.0,0.5561,1.4439,72.19
82,HR,2.0,0.5427,1.4573,72.87
83,HR,2.0,0.5423,1.4577,72.89
84,HR,2.0,0.5538,1.4462,72.31
85,HR,2.0,0.5509,1.4491,72.46
86,HR,2.0,0.5531,1.4469,72.34
87,HR,2.0,0.5436,1.4564,72.82
88,HR,2.0,0.5484,1.4516,72.58
89,HR,2.0,0.5546,1.4454,72.27
90,HR,2.0,0.5518,1.4482,72.41
91,HR,2.0,0.5535,1.4465,72.32
92,HR,2.0,0.5634,1.4366,71.83
93,HR,2.0,0.5500,1.4500,72.50
94,HR,2.0,0.5432,1.4568,72.84
95,HR,2.0,0.5513,1.4487,72.43
96,HR,2.0,0.5474,1.4526,72.63
97,HR,2.0,0.5456,1.4544,72.72
98,HR,2.0,0.5548,1.4452,72.26
99,HR,2.0,0.5611,1.4389,71.95
100,Temp,2.0,0.5534,1.4466,72.33
101,Temp,2.0,0.5508,1.4492,72.46
102,Temp,2.0,0.5472,1.4528,72.64
103,Temp,2.0,0.5545,1.4455,72.28
