NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5559,1.4441,72.21
1,ECG,2.0,0.5530,1.4470,72.35
2,ECG,2.0,0.5535,1.4465,72.32
3,ECG,2.0,0.5561,1.4439,72.20
4,ECG,2.0,0.5499,1.4501,72.51
5,ECG,2.0,0.5555,1.4445,72.23
6,ECG,2.0,0.5429,1.4571,72.86
7,ECG,2.0,0.5482,1.4518,72.59
8,ECG,2.0,0.5470,1.4530,72.65
9,ECG,2.0,0.5576,1.4424,72.12
10,ECG,2.0,0.5467,1.4533,72.67
11,ECG,2.0,0.5589,1.4411,72.06
12,ECG,2.0,0.5566,1.4434,72.17
13,ECG,2.0,0.5444,1.4556,72.78
14,ECG,2.0,0.5516,1.4484,72.42
15,ECG,2.0,0.5625,1.4375,71.87
16,ECG,2.0,0.5483,1.4517,72.58
17,ECG,2.0,0.5413,1.4587,72.94
18,ECG,2.0,0.5570,1.4430,72.15
19,ECG,2.0,0.5515,1.4485,72.43
20,ECG,2.0,0.5592,1.4408,72.04
21,ECG,2.0,0.5555,1.4445,72.23
22,ECG,2.0,0.5495,1.4505,72.52
23,ECG,2.0,0.5611,1.4389,71.95
24,ECG,2.0,0.5565,1.4435,72.18
25,ECG,2.0,0.5572,1.4428,72.14
26,ECG,2.0,0.5608,1.4392,71.96
27,ECG,2.0,0.5592,1.4408,72.04
28,ECG,2.0,0.5504,1.4496,72.48
29,ECG,2.0,0.5591,1.4409,72.04
30,ECG,2.0,0.5530,1.4470,72.35
31,ECG,2.0,0.5549,1.4451,72.26
32,ECG,2.0,0.5518,1.4482,72.41
33,ECG,2.0,0.5575,1.4425,72.12
34,ECG,2.0,0.5632,1.4368,71.84
35,ECG,2.0,0.5471,1.4529,72.65
36,ECG,2.0,0.5597,1.4403,72.02
37,ECG,2.0,0.5438,1.4562,72.81
38,ECG,2.0,0.5511,1.4489,72.45
39,ECG,2.0,0.5614,1.4386,71.93
40,ECG,2.0,0.5502,1.4498,72.49
41,ECG,2.0,0.5446,1.4554,72.77
42,ECG,2.0,0.5507,1.4493,72.46
43,ECG,2.0,0.5439,1.4561,72.81
44,ECG,2.0,0.5614,1.4386,71.93
45,ECG,2.0,0.5613,1.4387,71.94
46,ECG,2.0,0.5421,1.4579,72.89
47,ECG,2.0,0.5639,1.4361,71.80
48,ECG,2.0,0.5521,1.4479,72.40
49,ECG,2.0,0.5556,1.4444,72.22
50,HR,2.0,0.5528,1.4472,72.36
51,HR,2.0,0.5462,1.4538,72.69
52,HR,2.0,0.5425,1.4575,72.87
53,HR,2.0,0.5454,1.4546,72.73
54,HR,2.0,0.5624,1.4376,71.88
55,HR,2.0,0.5581,1.4419,72.09
56,HR,2.0,0.5461,1.4539,72.69
57,HR,2.0,0.5470,1.4530,72.65
58,HR,2.0,0.5498,1.4502,72.51
59,HR,2.0,0.5504,1.4496,72.48
60,HR,2.0,0.5520,1.4480,72.40
61,HR,2.0,0.5466,1.4534,72.67
62,HR,2.0,0.5581,1.4419,72.09
63,HR,2.0,0.5544,1.4456,72.28
64,HR,2.0,0.5530,1.4470,72.35
65,HR,2.0,0.5608,1.4392,71.96
66,HR,2.0,0.5554,1.4446,72.23
67,HR,2.0,0.5600,1.4400,72.00
68,HR,2.0,0.5558,1.4442,72.21
69,HR,2.0,0.5605,1.4395,71.98
70,HR,2.0,0.5501,1.4499,72.49
71,HR,2.0,0.5593,1.4407,72.04
72,HR,2.0,0.5615,1.4385,71.93
73,HR,2.0,0.5533,1.4467,72.34
74,HR,2.0,0.5536,1.4464,72.32
75,HR,2.0,0.5610,1.4390,71.95
76,HR,2.0,0.5606,1.4394,71.97
77,HR,2.0,0.5534,1.4466,72.33
78,HR,2.0,0.5439,1.4561,72.80
79,HR,2.0,0.5489,1.4511,72.55
80,HR,2.0,0.5556,1.4444,72.22
81,HR,2.0,0.5534,1.4466,72.33
82,HR,2.0,0.5520,1.4480,72.40
83,HR,2.0,0.5613,1.4387,71.94
84,HR,2.0,0.5421,1.4579,72.90
85,HR,2.0,0.5490,1.4510,72.55
86,HR,2.0,0.5535,1.4465,72.33
87,HR,2.0,0.5419,1.4581,72.90
88,HR,2.0,0.5478,1.4522,72.61
89,HR,2.0,0.5454,1.4546,72.73
90,HR,2.0,0.5594,1.4406,72.03
91,HR,2.0,0.5519,1.4481,72.41
92,HR,2.0,0.5423,1.4577,72.89
93,HR,2.0,0.5459,1.4541,72.71
