NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5504,1.4496,72.48
1,ECG,2.0,0.5536,1.4464,72.32
2,ECG,2.0,0.5500,1.4500,72.50
3,ECG,2.0,0.5636,1.4364,71.82
4,ECG,2.0,0.5554,1.4446,72.23
5,ECG,2.0,0.5446,1.4554,72.77
6,ECG,2.0,0.5425,1.4575,72.88
7,ECG,2.0,0.5646,1.4354,71.77
8,ECG,2.0,0.5500,1.4500,72.50
9,ECG,2.0,0.5637,1.4363,71.82
10,ECG,2.0,0.5499,1.4501,72.51
11,ECG,2.0,0.5425,1.4575,72.87
12,ECG,2.0,0.5485,1.4515,72.58
13,ECG,2.0,0.5551,1.4449,72.24
14,ECG,2.0,0.5638,1.4362,71.81
15,ECG,2.0,0.5435,1.4565,72.82
16,HR,2.0,0.5549,1.4451,72.25
17,HR,2.0,0.5492,1.4508,72.54
18,HR,2.0,0.5518,1.4482,72.41
19,HR,2.0,0.5497,1.4503,72.51
20,HR,2.0,0.5495,1.4505,72.52
21,HR,2.0,0.5588,1.4412,72.06
22,HR,2.0,0.5574,1.4426,72.13
23,HR,2.0,0.5519,1.4481,72.40
24,HR,2.0,0.5614,1.4386,71.93
25,HR,2.0,0.5520,1.4480,72.40
26,HR,2.0,0.5480,1.4520,72.60
27,HR,2.0,0.5569,1.4431,72.16
28,HR,2.0,0.5460,1.4540,72.70
29,HR,2.0,0.5501,1.4499,72.49
30,HR,2.0,0.5568,1.4432,72.16
31,HR,2.0,0.5507,1.4493,72.46
32,HR,2.0,0.5434,1.4566,72.83
33,Temp,2.0,0.5436,1.4564,72.82
34,Temp,2.0,0.5625,1.4375,71.87
35,Temp,2.0,0.5502,1.4498,72.49
36,Temp,2.0,0.5608,1.4392,71.96
37,Temp,2.0,0.5505,1.4495,72.48
38,Temp,2.0,0.5418,1.4582,72.91
39,Temp,2.0,0.5556,1.4444,72.22
40,Temp,2.0,0.5643,1.4357,71.79
41,Temp,2.0,0.5465,1.4535,72.68
42,Temp,2.0,0.5439,1.4561,72.80
43,Temp,2.0,0.5487,1.4513,72.56
44,Temp,2.0,0.5476,1.4524,72.62
45,Temp,2.0,0.5529,1.4471,72.35
46,Temp,2.0,0.5568,1.4432,72.16
47,Temp,2.0,0.5546,1.4454,72.27
48,Temp,2.0,0.5461,1.4539,72.69
49,Temp,2.0,0.5551,1.4449,72.25
50,CH,5.0,1.4032,3.5968,71.94
51,CH,5.0,1.3967,3.6033,72.07
52,CH,5.0,1.4125,3.5875,71.75
53,CH,5.0,1.4089,3.5911,71.82
54,CH,5.0,1.4091,3.5909,71.82
