NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5501,1.4499,72.50
1,ECG,2.0,0.5465,1.4535,72.67
2,ECG,2.0,0.5594,1.4406,72.03
3,ECG,2.0,0.5514,1.4486,72.43
4,ECG,2.0,0.5575,1.4425,72.13
5,ECG,2.0,0.5471,1.4529,72.65
6,ECG,2.0,0.5591,1.4409,72.04
7,ECG,2.0,0.5512,1.4488,72.44
8,ECG,2.0,0.5483,1.4517,72.59
9,ECG,2.0,0.5480,1.4520,72.60
10,ECG,2.0,0.5621,1.4379,71.90
11,ECG,2.0,0.5581,1.4419,72.10
12,ECG,2.0,0.5627,1.4373,71.86
13,ECG,2.0,0.5478,1.4522,72.61
14,ECG,2.0,0.5645,1.4355,71.78
15,ECG,2.0,0.5553,1.4447,72.24
16,HR,2.0,0.5489,1.4511,72.55
17,HR,2.0,0.5626,1.4374,71.87
18,HR,2.0,0.5412,1.4588,72.94
19,HR,2.0,0.5467,1.4533,72.67
20,HR,2.0,0.5634,1.4366,71.83
21,HR,2.0,0.5545,1.4455,72.27
22,HR,2.0,0.5418,1.4582,72.91
23,HR,2.0,0.5603,1.4397,71.99
24,HR,2.0,0.5441,1.4559,72.80
25,HR,2.0,0.5553,1.4447,72.24
26,HR,2.0,0.5485,1.4515,72.57
27,HR,2.0,0.5583,1.4417,72.08
28,HR,2.0,0.5422,1.4578,72.89
29,HR,2.0,0.5647,1.4353,71.76
30,HR,2.0,0.5557,1.4443,72.21
31,HR,2.0,0.5425,1.4575,72.87
32,HR,2.0,0.5457,1.4543,72.71
33,Temp,2.0,0.5619,1.4381,71.91
34,Temp,2.0,0.5627,1.4373,71.86
35,Temp,2.0,0.5622,1.4378,71.89
36,Temp,2.0,0.5494,1.4506,72.53
37,Temp,2.0,0.5558,1.4442,72.21
38,Temp,2.0,0.5517,1.4483,72.41
39,Temp,2.0,0.5601,1.4399,72.00
40,Temp,2.0,0.5528,1.4472,72.36
41,Temp,2.0,0.5551,1.4449,72.25
42,Temp,2.0,0.5614,1.4386,71.93
43,Temp,2.0,0.5477,1.4523,72.61
44,Temp,2.0,0.5593,1.4407,72.03
45,Temp,2.0,0.5628,1.4372,71.86
46,Temp,2.0,0.5519,1.4481,72.41
47,Temp,2.0,0.5505,1.4495,72.48
48,Temp,2.0,0.5517,1.4483,72.42
49,Temp,2.0,0.5573,1.4427,72.13
50,CH,5.0,1.4013,3.5987,71.97
51,CH,5.0,1.3983,3.6017,72.03
52,CH,5.0,1.4063,3.5937,71.87
53,CH,5.0,1.4003,3.5997,71.99
54,CH,5.0,1.4112,3.5888,71.78
