NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5460,1.4540,72.70
1,ECG,2.0,0.5539,1.4461,72.31
2,ECG,2.0,0.5451,1.4549,72.75
3,ECG,2.0,0.5497,1.4503,72.52
4,ECG,2.0,0.5426,1.4574,72.87
5,ECG,2.0,0.5464,1.4536,72.68
6,ECG,2.0,0.5556,1.4444,72.22
7,ECG,2.0,0.5589,1.4411,72.06
8,ECG,2.0,0.5444,1.4556,72.78
9,ECG,2.0,0.5548,1.4452,72.26
10,ECG,2.0,0.5468,1.4532,72.66
11,ECG,2.0,0.5620,1.4380,71.90
12,ECG,2.0,0.5579,1.4421,72.10
13,ECG,2.0,0.5428,1.4572,72.86
14,ECG,2.0,0.5516,1.4484,72.42
15,ECG,2.0,0.5421,1.4579,72.89
16,ECG,2.0,0.5470,1.4530,72.65
17,ECG,2.0,0.5438,1.4562,72.81
18,ECG,2.0,0.5561,1.4439,72.20
19,ECG,2.0,0.5473,1.4527,72.64
20,ECG,2.0,0.5421,1.4579,72.89
21,ECG,2.0,0.5624,1.4376,71.88
22,ECG,2.0,0.5573,1.4427,72.13
23,ECG,2.0,0.5547,1.4453,72.27
24,ECG,2.0,0.5421,1.4579,72.89
25,ECG,2.0,0.5559,1.4441,72.20
26,ECG,2.0,0.5491,1.4509,72.54
27,ECG,2.0,0.5495,1.4505,72.53
28,ECG,2.0,0.5442,1.4558,72.79
29,ECG,2.0,0.5479,1.4521,72.61
30,ECG,2.0,0.5521,1.4479,72.39
31,ECG,2.0,0.5639,1.4361,71.80
32,ECG,2.0,0.5426,1.4574,72.87
33,ECG,2.0,0.5489,1.4511,72.56
34,ECG,2.0,0.5465,1.4535,72.68
35,ECG,2.0,0.5456,1.4544,72.72
36,ECG,2.0,0.5439,1.4561,72.80
37,ECG,2.0,0.5567,1.4433,72.17
38,ECG,2.0,0.5591,1.4409,72.05
39,ECG,2.0,0.5497,1.4503,72.51
40,ECG,2.0,0.5416,1.4584,72.92
41,ECG,2.0,0.5465,1.4535,72.68
42,ECG,2.0,0.5500,1.4500,72.50
43,ECG,2.0,0.5519,1.4481,72.41
44,ECG,2.0,0.5638,1.4362,71.81
45,ECG,2.0,0.5636,1.4364,71.82
46,ECG,2.0,0.5541,1.4459,72.29
47,ECG,2.0,0.5588,1.4412,72.06
48,ECG,2.0,0.5540,1.4460,72.30
49,ECG,2.0,0.5554,1.4446,72.23
50,HR,2.0,0.5469,1.4531,72.66
51,HR,2.0,0.5442,1.4558,72.79
52,HR,2.0,0.5432,1.4568,72.84
53,HR,2.0,0.5476,1.4524,72.62
54,HR,2.0,0.5631,1.4369,71.84
55,HR,2.0,0.5454,1.4546,72.73
56,HR,2.0,0.5494,1.4506,72.53
57,HR,2.0,0.5616,1.4384,71.92
58,HR,2.0,0.5553,1.4447,72.23
59,HR,2.0,0.5473,1.4527,72.63
