NodeID,Type,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,ConsumedPct
0,ECG,2.0,0.5418,1.4582,72.91
1,ECG,2.0,0.5571,1.4429,72.15
2,ECG,2.0,0.5630,1.4370,71.85
3,ECG,2.0,0.5550,1.4450,72.25
4,ECG,2.0,0.5468,1.4532,72.66
5,ECG,2.0,0.5564,1.4436,72.18
6,ECG,2.0,0.5575,1.4425,72.13
7,ECG,2.0,0.5436,1.4564,72.82
8,ECG,2.0,0.5602,1.4398,71.99
9,ECG,2.0,0.5459,1.4541,72.70
10,ECG,2.0,0.5591,1.4409,72.05
11,ECG,2.0,0.5521,1.4479,72.40
12,ECG,2.0,0.5569,1.4431,72.15
13,ECG,2.0,0.5590,1.4410,72.05
14,ECG,2.0,0.5503,1.4497,72.49
15,ECG,2.0,0.5565,1.4435,72.18
16,HR,2.0,0.5471,1.4529,72.64
17,HR,2.0,0.5617,1.4383,71.92
18,HR,2.0,0.5510,1.4490,72.45
19,HR,2.0,0.5588,1.4412,72.06
20,HR,2.0,0.5614,1.4386,71.93
21,HR,2.0,0.5523,1.4477,72.39
22,HR,2.0,0.5443,1.4557,72.78
23,HR,2.0,0.5512,1.4488,72.44
24,HR,2.0,0.5599,1.4401,72.00
25,HR,2.0,0.5469,1.4531,72.65
26,HR,2.0,0.5443,1.4557,72.79
27,HR,2.0,0.5617,1.4383,71.91
28,HR,2.0,0.5620,1.4380,71.90
29,HR,2.0,0.5618,1.4382,71.91
30,HR,2.0,0.5628,1.4372,71.86
31,HR,2.0,0.5561,1.4439,72.20
32,HR,2.0,0.5574,1.4426,72.13
33,Temp,2.0,0.5455,1.4545,72.73
34,Temp,2.0,0.5610,1.4390,71.95
35,Temp,2.0,0.5553,1.4447,72.23
36,Temp,2.0,0.5426,1.4574,72.87
37,Temp,2.0,0.5450,1.4550,72.75
38,Temp,2.0,0.5530,1.4470,72.35
39,Temp,2.0,0.5471,1.4529,72.65
40,Temp,2.0,0.5604,1.4396,71.98
41,Temp,2.0,0.5644,1.4356,71.78
42,Temp,2.0,0.5556,1.4444,72.22
43,Temp,2.0,0.5653,1.4347,71.74
44,Temp,2.0,0.5637,1.4363,71.82
45,Temp,2.0,0.5457,1.4543,72.71
46,Temp,2.0,0.5639,1.4361,71.80
47,Temp,2.0,0.5459,1.4541,72.70
48,Temp,2.0,0.5451,1.4549,72.75
49,Temp,2.0,0.5566,1.4434,72.17
50,CH,5.0,1.4140,3.5860,71.72
51,CH,5.0,1.3952,3.6048,72.10
52,CH,5.0,1.4030,3.5970,71.94
53,CH,5.0,1.4031,3.5969,71.94
54,CH,5.0,1.4003,3.5997,71.99
